date,return_tsla,return_sp500_tr
2019-05-21,-0.001337281,0.008520149
2019-05-22,-0.060162602,-0.002804328
2019-05-23,0.014756768,-0.011809887
2019-05-24,-0.024571257,0.001502537
2019-05-28,-0.010590171,-0.008369925
2019-05-29,0.00633898,-0.006883043
2019-05-30,-0.008777365,0.002234464
2019-05-31,-0.014897385,-0.013001218
2019-06-03,-0.034792724,-0.002757319
2019-06-04,0.083598115,0.021485377
2019-06-05,0.014054601,0.008284909
2019-06-06,0.047163227,0.006408845
2019-06-07,-0.007236717,0.010594033
2019-06-10,0.041051218,0.004664473
2019-06-11,0.019808366,-0.000298502
2019-06-12,-0.036046617,-0.002021069
2019-06-13,0.022118088,0.004396356
2019-06-14,0.004676325,-0.001476205
2019-06-17,0.047001917,0.000938194
2019-06-18,-0.001046025,0.009747795
2019-06-19,0.007329843,0.002986866
2019-06-20,-0.029885655,0.009567187
2019-06-21,0.010268774,-0.00120006
